Profiling for K=3, Dimensionality=2, Dataset Size=100
         5253 function calls in 0.002 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2922(_prod_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}


Profiling for K=5, Dimensionality=3, Dataset Size=10000
         2382560 function calls in 0.879 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   340000    0.147    0.000    0.868    0.000 <__array_function__ internals>:177(argmin)
   340205    0.129    0.000    0.700    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
   340000    0.212    0.000    0.561    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:1223(argmin)
   340000    0.140    0.000    0.349    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:51(_wrapfunc)
   340000    0.175    0.000    0.175    0.000 {method 'argmin' of 'numpy.ndarray' objects}
   340001    0.034    0.000    0.034    0.000 {built-in method builtins.getattr}
   340000    0.032    0.000    0.032    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:1219(_argmin_dispatcher)
      170    0.000    0.000    0.010    0.000 <__array_function__ internals>:177(mean)
      170    0.000    0.000    0.010    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:3313(mean)
      170    0.001    0.000    0.009    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:163(_mean)
      205    0.008    0.000    0.008    0.000 {method 'reduce' of 'numpy.ufunc' objects}
      170    0.001    0.000    0.001    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:66(_count_reduce_items)
       34    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(array_equal)
       34    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:2402(array_equal)
       34    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
       34    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:60(_all)
      340    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
      340    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
      170    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
      170    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
      170    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:3308(_mean_dispatcher)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(prod)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2927(prod)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:69(_wrapreduction)
      102    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
       34    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:2398(_array_equal_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:70(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2922(_prod_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}


Profiling for K=5, Dimensionality=4, Dataset Size=100
         7760 function calls in 0.003 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1061    0.000    0.000    0.002    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
     1000    0.000    0.000    0.002    0.000 <__array_function__ internals>:177(argmin)
     1000    0.001    0.000    0.001    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:1223(argmin)
     1000    0.000    0.000    0.001    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:51(_wrapfunc)
       50    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(mean)
     1000    0.000    0.000    0.000    0.000 {method 'argmin' of 'numpy.ndarray' objects}
       50    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:3313(mean)
       50    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:163(_mean)
       61    0.000    0.000    0.000    0.000 {method 'reduce' of 'numpy.ufunc' objects}
     1001    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
     1000    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:1219(_argmin_dispatcher)
       50    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:66(_count_reduce_items)
       10    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(array_equal)
       10    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:2402(array_equal)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(prod)
       10    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2927(prod)
       10    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:60(_all)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:69(_wrapreduction)
      100    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
      100    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       50    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
       50    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
       50    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:3308(_mean_dispatcher)
       30    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
       10    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:2398(_array_equal_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:70(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2922(_prod_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}


Profiling for K=5, Dimensionality=4, Dataset Size=1000
         297160 function calls in 0.113 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    42000    0.019    0.000    0.108    0.000 <__array_function__ internals>:177(argmin)
    42253    0.016    0.000    0.090    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
    42000    0.026    0.000    0.070    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:1223(argmin)
    42000    0.017    0.000    0.044    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:51(_wrapfunc)
    42000    0.022    0.000    0.022    0.000 {method 'argmin' of 'numpy.ndarray' objects}
    42001    0.004    0.000    0.004    0.000 {built-in method builtins.getattr}
      210    0.000    0.000    0.004    0.000 <__array_function__ internals>:177(mean)
    42000    0.004    0.000    0.004    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:1219(_argmin_dispatcher)
      210    0.000    0.000    0.004    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:3313(mean)
      210    0.001    0.000    0.004    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:163(_mean)
      253    0.002    0.000    0.002    0.000 {method 'reduce' of 'numpy.ufunc' objects}
      210    0.001    0.000    0.001    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:66(_count_reduce_items)
       42    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(array_equal)
       42    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:2402(array_equal)
       42    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
       42    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:60(_all)
      420    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(prod)
      420    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2927(prod)
      210    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:69(_wrapreduction)
      210    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:3308(_mean_dispatcher)
      210    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
      126    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
       42    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:2398(_array_equal_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:70(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2922(_prod_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}


Profiling for K=5, Dimensionality=4, Dataset Size=10000
         4274585 function calls in 1.548 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   610000    0.261    0.000    1.529    0.000 <__array_function__ internals>:177(argmin)
   610367    0.225    0.000    1.230    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
   610000    0.373    0.000    0.988    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:1223(argmin)
   610000    0.248    0.000    0.615    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:51(_wrapfunc)
   610000    0.307    0.000    0.307    0.000 {method 'argmin' of 'numpy.ndarray' objects}
   610001    0.060    0.000    0.060    0.000 {built-in method builtins.getattr}
   610000    0.056    0.000    0.056    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:1219(_argmin_dispatcher)
      305    0.000    0.000    0.017    0.000 <__array_function__ internals>:177(mean)
      305    0.001    0.000    0.017    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:3313(mean)
      305    0.002    0.000    0.016    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:163(_mean)
      367    0.013    0.000    0.013    0.000 {method 'reduce' of 'numpy.ufunc' objects}
      305    0.001    0.000    0.001    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:66(_count_reduce_items)
       61    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(array_equal)
       61    0.000    0.000    0.001    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:2402(array_equal)
       61    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
       61    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\_methods.py:60(_all)
      610    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
      610    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
      305    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
      305    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
      305    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:3308(_mean_dispatcher)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(prod)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2927(prod)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:69(_wrapreduction)
      183    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
       61    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\numeric.py:2398(_array_equal_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:70(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\julio\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\core\fromnumeric.py:2922(_prod_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}


